id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
60,15678057.0,Palermo,678.0,Spain,Male,55.0,8.0,112152.89,1.0,1.0,1.0,1114.12,0.0
61,15664498.0,Tuan,561.0,Spain,Male,32.0,5.0,92578.14,1.0,1.0,1.0,152790.92,0.0
62,15574068.0,Ugochukwu,567.0,Germany,Female,38.0,2.0,134997.49,3.0,0.0,0.0,45956.05,1.0
63,15589358.0,Iadanza,826.0,Spain,Male,35.0,8.0,0.0,2.0,1.0,0.0,80149.27,0.0
64,15778936.0,Chin,645.0,Germany,Female,29.0,8.0,160541.0,1.0,1.0,1.0,162760.96,0.0
65,15764314.0,Nkemdilim,632.0,France,Male,42.0,8.0,0.0,1.0,1.0,1.0,79240.9,0.0
66,15608701.0,Macleod,497.0,Germany,Male,33.0,1.0,106807.64,1.0,1.0,1.0,176570.28,1.0
67,15593601.0,Chidiegwu,681.0,Germany,Male,38.0,1.0,124053.03,2.0,1.0,1.0,171575.54,0.0
68,15719579.0,Hsiao,661.0,France,Female,38.0,5.0,0.0,2.0,0.0,0.0,150580.88,0.0
69,15693907.0,Tien,684.0,Spain,Female,39.0,8.0,112940.07,1.0,1.0,0.0,178268.36,1.0
70,15709994.0,P'an,642.0,Germany,Female,30.0,5.0,105563.0,2.0,1.0,1.0,153036.96,0.0
71,15606097.0,Lo Duca,653.0,France,Female,27.0,3.0,87772.52,1.0,1.0,0.0,199505.53,0.0
72,15679961.0,Ijendu,646.0,France,Male,25.0,5.0,141581.71,1.0,1.0,1.0,106977.8,0.0
73,15749114.0,Tien,699.0,Spain,Male,28.0,8.0,0.0,2.0,0.0,0.0,67364.41,0.0
74,15590199.0,Tung,627.0,France,Male,37.0,9.0,0.0,2.0,1.0,0.0,131093.99,0.0
75,15727197.0,T'ang,528.0,France,Male,32.0,1.0,0.0,2.0,1.0,0.0,164741.5,0.0
76,15718773.0,Ch'eng,659.0,France,Female,45.0,7.0,0.0,1.0,1.0,0.0,63736.17,0.0
77,15610900.0,Yobachukwu,682.0,France,Female,31.0,7.0,0.0,2.0,1.0,0.0,121277.78,0.0
78,15726058.0,Trevisani,682.0,France,Female,28.0,3.0,0.0,1.0,0.0,0.0,77866.91,0.0
79,15725762.0,Ch'iu,735.0,France,Female,39.0,10.0,0.0,1.0,1.0,0.0,51548.14,0.0
80,15783865.0,Lo Duca,806.0,Spain,Male,36.0,1.0,0.0,2.0,1.0,1.0,183569.25,0.0
81,15635240.0,Mazzanti,697.0,Spain,Male,39.0,6.0,0.0,2.0,1.0,1.0,149946.43,0.0
82,15590828.0,Chiemenam,769.0,Spain,Male,36.0,4.0,0.0,2.0,1.0,0.0,141763.26,0.0
83,15743545.0,Chia,695.0,Germany,Female,35.0,7.0,77652.4,2.0,1.0,0.0,54495.82,0.0
84,15709928.0,Galkin,607.0,France,Male,37.0,5.0,0.0,2.0,1.0,1.0,170893.04,0.0
85,15648069.0,T'ao,663.0,Spain,Female,51.0,3.0,181110.13,1.0,0.0,0.0,134901.58,1.0
86,15698522.0,Chukwumaobim,764.0,France,Female,35.0,0.0,0.0,2.0,1.0,1.0,64539.64,1.0
87,15717398.0,Lucchesi,706.0,France,Female,71.0,5.0,0.0,1.0,1.0,1.0,141449.86,0.0
88,15686885.0,Nucci,594.0,France,Female,31.0,1.0,0.0,2.0,1.0,0.0,142377.69,0.0
89,15779743.0,Iweobiegbunam,706.0,France,Male,38.0,9.0,171937.27,1.0,0.0,0.0,83629.4,0.0
90,15757981.0,Genovesi,709.0,Spain,Male,34.0,2.0,110923.15,1.0,1.0,1.0,160941.78,0.0
91,15753847.0,K?,598.0,Germany,Female,35.0,1.0,121669.23,2.0,1.0,1.0,82820.85,0.0
92,15789582.0,T'ang,700.0,France,Male,27.0,9.0,0.0,2.0,0.0,0.0,130824.57,0.0
93,15655794.0,Chukwumaobim,594.0,Germany,Female,44.0,5.0,135125.28,3.0,1.0,0.0,118971.74,1.0
94,15791842.0,Rizzo,679.0,Germany,Male,29.0,4.0,83870.43,2.0,1.0,0.0,74850.84,0.0
95,15658148.0,Chukwuemeka,719.0,Spain,Male,31.0,4.0,0.0,2.0,1.0,1.0,96833.0,0.0
96,15742480.0,Ch'iu,644.0,Spain,Male,35.0,7.0,0.0,2.0,1.0,1.0,180712.52,0.0
97,15800233.0,Palerma,542.0,France,Male,28.0,3.0,0.0,2.0,1.0,1.0,91817.38,0.0
98,15712483.0,Ch'eng,551.0,Germany,Female,40.0,3.0,118945.09,1.0,1.0,0.0,152992.04,1.0
99,15665327.0,Tien,549.0,Germany,Male,37.0,3.0,121854.21,1.0,1.0,0.0,133051.64,0.0
100,15758031.0,Nkemdilim,721.0,France,Male,29.0,5.0,0.0,2.0,1.0,1.0,28407.4,0.0
101,15671390.0,Hsu,712.0,France,Female,51.0,1.0,124596.92,1.0,0.0,1.0,103480.69,0.0
102,15760641.0,Hao,529.0,France,Female,61.0,2.0,151922.94,1.0,1.0,1.0,177747.72,1.0
103,15690744.0,Chiazagomekpere,667.0,Germany,Male,38.0,10.0,131283.11,1.0,0.0,0.0,167873.49,0.0
104,15631756.0,Udinesi,573.0,Germany,Male,30.0,3.0,101868.51,2.0,0.0,1.0,54474.48,0.0
105,15771535.0,Smith,692.0,France,Female,39.0,2.0,0.0,2.0,1.0,0.0,164018.98,0.0
106,15725997.0,Ch'in,640.0,Spain,Female,47.0,5.0,155062.8,1.0,1.0,0.0,166678.28,1.0
107,15635245.0,Lucchesi,605.0,France,Male,22.0,2.0,0.0,2.0,1.0,1.0,182855.42,0.0
108,15636395.0,Iadanza,557.0,France,Female,36.0,4.0,0.0,1.0,1.0,0.0,64350.8,1.0
109,15605279.0,Tretiakova,596.0,Spain,Female,37.0,3.0,0.0,2.0,1.0,0.0,90877.76,0.0
110,15711750.0,Cattaneo,706.0,France,Male,35.0,6.0,147510.34,1.0,1.0,1.0,38960.59,0.0
111,15801904.0,Chuang,581.0,France,Male,46.0,2.0,0.0,2.0,1.0,1.0,28368.37,0.0
112,15762216.0,Ts'ui,604.0,France,Female,32.0,9.0,116227.27,1.0,1.0,0.0,145071.33,0.0
113,15802071.0,Chimaobim,656.0,France,Male,36.0,7.0,0.0,2.0,1.0,1.0,171378.77,0.0
114,15581736.0,Chigozie,743.0,France,Male,43.0,7.0,0.0,2.0,1.0,1.0,109783.29,0.0
115,15655436.0,Lu,730.0,France,Male,40.0,7.0,0.0,2.0,1.0,0.0,149593.61,0.0
116,15581537.0,Ch'ang,589.0,France,Male,34.0,4.0,0.0,1.0,1.0,1.0,162858.29,0.0
117,15711901.0,Graham,539.0,France,Female,37.0,2.0,0.0,2.0,1.0,0.0,172501.38,0.0
118,15731246.0,Ch'in,619.0,France,Female,25.0,0.0,0.0,1.0,1.0,0.0,78365.75,1.0
119,15801892.0,Ebelegbulam,587.0,Spain,Male,26.0,8.0,131286.46,1.0,1.0,0.0,121798.52,0.0
120,15689633.0,Eluemuno,557.0,Spain,Male,41.0,2.0,0.0,2.0,1.0,0.0,131710.59,0.0
121,15693902.0,Y?,586.0,Spain,Male,31.0,2.0,108805.42,1.0,0.0,1.0,152843.53,0.0
122,15702416.0,Chienezie,634.0,France,Male,29.0,9.0,0.0,2.0,0.0,1.0,91943.94,0.0
123,15704769.0,Hsueh,526.0,Germany,Female,37.0,8.0,133476.09,1.0,1.0,0.0,127059.04,1.0
124,15603088.0,Nnaife,553.0,France,Female,40.0,2.0,0.0,2.0,1.0,0.0,85421.48,0.0
125,15644962.0,Chuang,628.0,France,Female,35.0,5.0,0.0,1.0,1.0,0.0,134889.95,1.0
126,15687884.0,Chidiebere,605.0,Germany,Female,36.0,4.0,118079.47,1.0,1.0,1.0,189366.04,0.0
127,15572762.0,Tseng,727.0,France,Male,59.0,5.0,0.0,2.0,1.0,1.0,56585.2,0.0
128,15686776.0,Tsou,695.0,France,Male,36.0,2.0,0.0,2.0,1.0,1.0,88550.28,0.0
129,15754577.0,Nwabugwu,646.0,France,Male,28.0,3.0,0.0,1.0,1.0,0.0,129892.93,0.0
130,15778489.0,Chukwufumnanya,690.0,France,Female,53.0,2.0,0.0,1.0,0.0,1.0,164040.94,1.0
131,15710687.0,Mollison,573.0,France,Female,41.0,8.0,0.0,2.0,1.0,1.0,64477.25,0.0
132,15686696.0,Hsiung,649.0,Spain,Male,54.0,8.0,0.0,1.0,0.0,0.0,91514.62,1.0
133,15613097.0,H?,607.0,Spain,Male,39.0,10.0,0.0,2.0,1.0,1.0,143598.7,0.0
134,15655252.0,Nwankwo,633.0,France,Female,38.0,10.0,0.0,1.0,1.0,0.0,97767.63,1.0
135,15593694.0,Ebelechukwu,633.0,Germany,Female,36.0,3.0,117411.6,1.0,1.0,0.0,141364.62,1.0
136,15639882.0,T'ien,583.0,Spain,Male,32.0,9.0,0.0,2.0,1.0,0.0,105760.01,0.0
137,15803764.0,Hsiao,755.0,France,Male,41.0,1.0,0.0,2.0,1.0,0.0,130827.97,0.0
138,15766552.0,Udinesi,735.0,France,Male,40.0,4.0,141434.04,1.0,1.0,0.0,156476.19,0.0
139,15696744.0,Fan,678.0,France,Male,48.0,6.0,0.0,2.0,0.0,0.0,80552.36,0.0
140,15636999.0,Tseng,709.0,France,Female,32.0,2.0,0.0,2.0,1.0,0.0,107499.8,0.0
141,15624293.0,Fanucci,757.0,France,Female,39.0,9.0,0.0,1.0,1.0,1.0,82796.29,0.0
142,15737782.0,Ch'in,659.0,France,Male,38.0,2.0,0.0,2.0,1.0,1.0,154598.56,0.0
143,15638047.0,Walker,637.0,France,Male,41.0,3.0,0.0,2.0,1.0,1.0,118716.63,0.0
144,15802362.0,Okwudilichukwu,646.0,France,Male,35.0,7.0,0.0,2.0,1.0,1.0,111471.55,0.0
145,15795747.0,Ch'ien,558.0,France,Female,37.0,7.0,0.0,2.0,1.0,1.0,141946.92,0.0
146,15705765.0,Chiang,652.0,France,Female,38.0,8.0,0.0,2.0,1.0,0.0,45445.78,0.0
147,15625945.0,Mancini,781.0,France,Male,42.0,2.0,136855.94,1.0,1.0,0.0,123692.97,1.0
148,15749472.0,Ogochukwu,635.0,Germany,Male,37.0,3.0,110123.59,1.0,0.0,0.0,60775.76,1.0
149,15771742.0,Smith,640.0,France,Female,57.0,9.0,0.0,1.0,1.0,1.0,50679.48,1.0
150,15773868.0,Hs?,688.0,France,Male,31.0,9.0,122924.75,1.0,1.0,1.0,141558.04,0.0
151,15696852.0,Palerma,556.0,France,Female,59.0,3.0,0.0,3.0,1.0,0.0,123587.83,1.0
152,15653572.0,Mazzanti,781.0,Spain,Male,38.0,0.0,102773.2,1.0,1.0,1.0,136962.02,0.0
153,15571529.0,Nwankwo,705.0,France,Female,37.0,4.0,0.0,2.0,1.0,1.0,103315.74,0.0
154,15745324.0,Trevisano,572.0,France,Female,23.0,5.0,0.0,2.0,1.0,1.0,177783.04,0.0
155,15690796.0,Fenton,562.0,Germany,Female,49.0,0.0,123936.54,1.0,0.0,0.0,45418.12,1.0
156,15797748.0,Chukwuemeka,593.0,France,Female,36.0,9.0,0.0,2.0,1.0,0.0,14081.64,0.0
157,15737795.0,Nwachukwu,632.0,France,Male,38.0,2.0,81564.1,1.0,1.0,0.0,176943.59,0.0
158,15766066.0,Nkemdilim,732.0,France,Male,40.0,6.0,161757.87,1.0,0.0,1.0,133672.61,0.0
159,15644724.0,Ch'ien,676.0,Germany,Female,42.0,10.0,125870.79,2.0,1.0,1.0,109960.4,0.0
160,15755084.0,Hs?eh,712.0,Germany,Female,42.0,6.0,92467.58,1.0,1.0,0.0,145792.01,1.0
161,15796496.0,Estrada,663.0,France,Male,40.0,1.0,0.0,1.0,1.0,0.0,127623.36,1.0
162,15757521.0,P'an,713.0,France,Male,36.0,1.0,0.0,2.0,1.0,0.0,138051.19,0.0
163,15718454.0,Nwankwo,577.0,Germany,Male,36.0,6.0,142662.88,1.0,1.0,0.0,143952.24,0.0
164,15585985.0,Pirozzi,576.0,France,Female,34.0,4.0,145754.91,2.0,1.0,1.0,166650.32,0.0
165,15798960.0,Tisdall,590.0,France,Female,46.0,1.0,0.0,2.0,1.0,1.0,60917.24,0.0
166,15756560.0,Tretiakova,721.0,France,Male,31.0,4.0,127286.02,1.0,1.0,0.0,173365.89,0.0
167,15667216.0,Mazzanti,661.0,France,Male,32.0,8.0,0.0,2.0,1.0,1.0,178342.63,0.0
168,15686588.0,Chukwumaobim,628.0,France,Male,39.0,3.0,0.0,2.0,1.0,0.0,126794.56,0.0
169,15650424.0,Y?an,493.0,France,Female,41.0,4.0,0.0,2.0,1.0,0.0,15650.73,0.0
170,15678067.0,Shih,684.0,Spain,Male,32.0,9.0,0.0,2.0,1.0,1.0,173629.66,0.0
171,15613014.0,Pisani,614.0,France,Male,47.0,0.0,0.0,2.0,1.0,1.0,161323.78,0.0
172,15777825.0,Yermakova,682.0,Germany,Male,25.0,8.0,118520.26,1.0,1.0,1.0,92917.53,0.0
173,15766253.0,Chukwuemeka,632.0,France,Male,40.0,2.0,0.0,4.0,1.0,0.0,79927.41,1.0
174,15672610.0,Nkemakolam,709.0,France,Male,31.0,7.0,0.0,2.0,1.0,0.0,163477.22,0.0
175,15584785.0,Nwachinemelu,593.0,France,Female,41.0,1.0,0.0,1.0,1.0,1.0,134934.99,0.0
176,15686957.0,Lucciano,535.0,France,Female,35.0,3.0,0.0,2.0,1.0,0.0,88958.49,0.0
177,15762218.0,Hsing,539.0,Spain,Female,27.0,10.0,0.0,2.0,1.0,1.0,88827.67,0.0
178,15672640.0,Ritchie,816.0,France,Male,63.0,5.0,0.0,2.0,1.0,1.0,71811.9,0.0
179,15590820.0,O'Sullivan,593.0,Spain,Female,37.0,3.0,61811.23,1.0,1.0,1.0,113096.55,0.0
180,15775797.0,Nwabugwu,611.0,Germany,Male,27.0,4.0,91547.84,1.0,1.0,1.0,94912.78,0.0
181,15689781.0,Eluemuno,633.0,Spain,Male,47.0,2.0,0.0,2.0,0.0,1.0,29213.63,0.0
182,15781234.0,Ndubueze,683.0,France,Female,34.0,8.0,0.0,2.0,1.0,1.0,143463.28,0.0
183,15677739.0,Dickson,812.0,Spain,Female,40.0,7.0,141782.57,1.0,0.0,0.0,159899.97,0.0
184,15602572.0,T'ang,744.0,Spain,Male,38.0,6.0,145541.56,1.0,1.0,0.0,26257.01,0.0
185,15671390.0,Hingston,676.0,France,Female,43.0,4.0,0.0,2.0,1.0,0.0,90174.83,0.0
186,15746805.0,Eluemuno,719.0,France,Female,38.0,7.0,0.0,2.0,1.0,0.0,151310.16,0.0
187,15689612.0,Chidiebele,721.0,France,Male,36.0,6.0,163569.61,1.0,1.0,0.0,50213.81,0.0
188,15783526.0,Tien,718.0,France,Male,38.0,5.0,0.0,2.0,1.0,0.0,162443.05,0.0
189,15734202.0,Yeh,687.0,Spain,Female,49.0,9.0,0.0,1.0,1.0,0.0,63795.8,1.0
190,15594041.0,Brown,738.0,France,Male,48.0,9.0,108541.04,1.0,1.0,1.0,173586.63,0.0
191,15807008.0,Nnachetam,669.0,Germany,Male,37.0,5.0,117412.19,1.0,0.0,0.0,88827.67,1.0
192,15707637.0,Ch'ang,673.0,France,Male,27.0,1.0,0.0,2.0,1.0,1.0,85424.34,0.0
193,15585041.0,Walker,708.0,Germany,Female,33.0,8.0,138232.24,2.0,1.0,1.0,48466.89,0.0
194,15724563.0,T'ien,579.0,Spain,Female,26.0,6.0,139180.97,1.0,1.0,1.0,96847.91,0.0
195,15580682.0,Uspenskaya,703.0,France,Male,31.0,2.0,66582.81,1.0,1.0,0.0,152855.96,0.0
196,15588019.0,Hsu,563.0,France,Female,41.0,1.0,105525.65,1.0,1.0,0.0,146637.45,1.0
197,15582841.0,Chukwuebuka,651.0,France,Female,59.0,1.0,0.0,1.0,1.0,0.0,173586.63,1.0
198,15651585.0,Hsing,545.0,Germany,Male,42.0,3.0,123764.95,1.0,0.0,1.0,4595.05,1.0
199,15605020.0,Padovano,694.0,Spain,Female,39.0,10.0,0.0,2.0,1.0,1.0,155786.39,0.0
200,15757821.0,K?,559.0,Germany,Male,40.0,6.0,120962.59,1.0,0.0,0.0,12483.56,1.0
201,15800856.0,H?,679.0,France,Male,36.0,9.0,0.0,2.0,1.0,1.0,120880.72,0.0
202,15692226.0,Maclean,693.0,France,Male,34.0,3.0,0.0,2.0,1.0,0.0,62634.94,0.0
203,15640074.0,Teng,572.0,Spain,Female,44.0,3.0,131344.52,1.0,1.0,0.0,25950.49,0.0
204,15642991.0,Chien,578.0,Spain,Male,35.0,6.0,91241.85,1.0,1.0,0.0,183598.77,0.0
205,15806913.0,Nnaife,571.0,France,Female,29.0,1.0,0.0,2.0,1.0,0.0,125547.53,0.0
206,15746695.0,Lettiere,715.0,Germany,Female,43.0,7.0,119278.01,2.0,1.0,0.0,141210.5,0.0
207,15572467.0,Chukwukadibia,646.0,France,Male,37.0,6.0,0.0,1.0,1.0,0.0,52629.73,1.0
208,15724296.0,Scott,793.0,Spain,Female,37.0,7.0,0.0,2.0,1.0,1.0,122960.98,0.0
209,15581839.0,Hsing,748.0,Germany,Male,48.0,7.0,113549.3,1.0,1.0,0.0,1710.89,1.0
210,15622171.0,Mao,714.0,France,Female,43.0,7.0,0.0,1.0,1.0,0.0,122960.98,1.0
211,15711489.0,Ugochukwu,684.0,France,Male,40.0,4.0,0.0,2.0,1.0,1.0,162697.93,0.0
212,15692463.0,Chien,632.0,Germany,Male,36.0,4.0,111288.18,2.0,1.0,1.0,187636.06,0.0
213,15588904.0,L?,678.0,France,Female,42.0,3.0,0.0,2.0,0.0,0.0,131043.1,0.0
214,15714391.0,Liao,725.0,Spain,Male,29.0,2.0,0.0,2.0,1.0,0.0,52856.88,0.0
215,15697310.0,Pirozzi,618.0,Spain,Male,25.0,8.0,0.0,2.0,1.0,0.0,53477.76,0.0
216,15761043.0,Maclean,658.0,France,Female,35.0,7.0,0.0,1.0,1.0,0.0,181208.47,1.0
217,15612109.0,Nebechi,710.0,France,Female,34.0,9.0,0.0,2.0,1.0,0.0,154844.22,0.0
218,15793046.0,Tien,557.0,Germany,Female,43.0,4.0,113743.37,1.0,1.0,0.0,126517.46,1.0
219,15641733.0,Yermakova,710.0,France,Male,36.0,4.0,0.0,2.0,1.0,1.0,181270.84,0.0
220,15757895.0,Li Fonti,674.0,France,Male,49.0,7.0,0.0,1.0,1.0,0.0,106977.8,1.0
221,15726178.0,Tien,576.0,France,Male,37.0,7.0,153895.41,1.0,1.0,0.0,71047.51,0.0
222,15682533.0,T'ien,732.0,France,Male,40.0,5.0,0.0,2.0,1.0,0.0,152843.53,0.0
223,15625141.0,Tseng,714.0,France,Female,39.0,1.0,0.0,2.0,1.0,0.0,158845.49,0.0
224,15693904.0,Onyemauchechukwu,754.0,France,Female,26.0,5.0,0.0,2.0,1.0,0.0,127744.02,0.0
225,15804771.0,Onyemauchechukwu,553.0,France,Male,55.0,2.0,0.0,1.0,1.0,0.0,125079.64,1.0
226,15734578.0,Akabueze,573.0,France,Male,34.0,2.0,0.0,2.0,1.0,0.0,183572.39,0.0
227,15632272.0,Shih,521.0,Germany,Female,30.0,8.0,161889.79,2.0,1.0,0.0,86622.48,0.0
228,15812720.0,Trevisani,678.0,Germany,Female,39.0,6.0,173962.32,2.0,1.0,1.0,134077.71,0.0
229,15599251.0,Hs?,735.0,Germany,Male,25.0,10.0,123374.46,1.0,0.0,0.0,185555.63,1.0
230,15792489.0,Hs?,738.0,Germany,Male,33.0,5.0,96651.03,1.0,1.0,1.0,88592.8,1.0
231,15641091.0,Lai,587.0,Spain,Male,35.0,1.0,0.0,2.0,1.0,0.0,160979.66,0.0
232,15647842.0,T'ao,638.0,Germany,Male,32.0,4.0,126418.14,2.0,1.0,0.0,181270.84,0.0
233,15578835.0,Milne,622.0,Germany,Female,52.0,6.0,96674.55,2.0,0.0,0.0,134415.61,1.0
234,15591344.0,Fitch,633.0,France,Female,25.0,1.0,0.0,2.0,0.0,0.0,174917.46,0.0
235,15778975.0,Trevisano,562.0,France,Female,37.0,1.0,0.0,2.0,1.0,1.0,172618.52,0.0
236,15792986.0,Chukwukadibia,559.0,France,Male,33.0,0.0,123936.54,1.0,0.0,0.0,103945.58,0.0
237,15576745.0,Chien,730.0,Spain,Male,40.0,1.0,0.0,1.0,1.0,1.0,134875.37,1.0
238,15662232.0,Chukwufumnanya,586.0,France,Male,39.0,10.0,0.0,2.0,1.0,1.0,88695.19,0.0
239,15701354.0,Dyson,669.0,Spain,Female,35.0,10.0,0.0,2.0,0.0,0.0,48478.47,0.0
240,15742238.0,Okwudiliolisa,712.0,Spain,Female,32.0,2.0,164701.68,1.0,0.0,1.0,65951.65,0.0
